INCIDENT_NUMBER,DATE_OCCURED,UOR_DESC,PREMISE_TYPE,OFFICER_ATTACKED
80-19-002018,1/8/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),SERVICE / GAS STATION,0
80-19-002029,1/8/2019,MENACING,OTHER / UNKNOWN,1
80-19-002031,1/8/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-002038,1/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002047,1/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002048,1/7/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER / UNKNOWN,0
80-19-002060,1/8/2019,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,RESIDENCE / HOME,1
80-19-002061,1/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002062,1/8/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002064,1/8/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-002065,1/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002066,1/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002083,1/8/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002098,1/9/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-002109,1/9/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-002139,1/9/2019,VIOLATION OF IPO,RESIDENCE / HOME,0
80-19-002161,1/9/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-002166,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002175,1/9/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002186,1/9/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-002192,1/9/2019,UNLAWFUL IMPRISONMENT-2ND DEGREE,RESIDENCE / HOME,0
80-19-002231,1/9/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-002249,1/9/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002250,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002253,1/9/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002256,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002271,1/5/2019,TERRORISTIC THREATENING 3RD DEGREE,DEPARTMENT / DISCOUNT STORE,0
80-19-002275,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002278,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002313,1/9/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-002314,1/9/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002317,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002323,1/9/2019,ASSAULT - 2ND DEGREE,OTHER / UNKNOWN,0
80-19-002330,1/8/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-002333,1/9/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-002336,1/9/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-002338,1/9/2019,HARASSMENT (NO PHYSICAL CONTACT),CONVENIENCE STORE,0
80-19-002344,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002380,1/9/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-002381,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002383,1/9/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-002390,1/9/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002421,1/10/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-002441,1/1/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER / UNKNOWN,0
80-19-002447,1/10/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),SERVICE / GAS STATION,0
80-19-002500,1/10/2019,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002501,1/10/2019,VIOLATION OF IPO,RESIDENCE / HOME,0
80-19-002524,1/10/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002564,1/9/2019,ENDANGERING THE WELFARE OF A MINOR,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002624,1/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002626,1/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002633,1/10/2019,VIOLATION OF KENTUCKY EPO/DVO,HIGHWAY / ROAD / ALLEY,0
80-19-002635,1/10/2019,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002648,1/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002659,1/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,GROCERY / SUPERMARKET,0
80-19-002662,1/10/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002666,1/10/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-002669,1/10/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002676,1/10/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-002696,1/11/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-002701,12/27/2018,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,PARKING LOT / GARAGE,0
80-19-002704,1/11/2019,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-002733,1/10/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,HOTEL / MOTEL / ETC.,0
80-19-002750,1/9/2019,CRIMINAL ABUSE-1ST DEGREE-CHILD 12 OR UNDER,RESIDENCE / HOME,0
80-19-002765,1/11/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-002774,1/11/2019,WANTON ENDANGERMENT-2ND DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002787,1/11/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002816,1/11/2019,OBSTRUCTING GOVERNMENTAL OPERATIONS,RESIDENCE / HOME,1
80-19-002839,1/11/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002844,1/11/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002864,1/11/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002882,1/11/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002895,1/11/2019,VIOLATION OF KENTUCKY EPO/DVO,HIGHWAY / ROAD / ALLEY,0
80-19-002910,1/11/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-002911,1/11/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-002919,1/11/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-002920,1/11/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-002934,1/11/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-002937,1/11/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-002940,1/11/2019,WANTON ENDANGERMENT-2ND DEGREE,RESIDENCE / HOME,0
80-19-002944,1/11/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-002951,1/11/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-002968,1/12/2019,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-19-002979,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002980,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-002994,1/12/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-002999,1/12/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003000,1/12/2019,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-19-003001,1/12/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003022,1/12/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-003039,1/12/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER / UNKNOWN,0
80-19-003042,1/12/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003056,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003061,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003071,9/1/2018,HARASSMENT - PHYSICAL CONTACT - NO INJURY,SCHOOL - ELEMENTARY / SECONDARY,0
80-19-003081,1/12/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-003092,1/12/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003094,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-19-003095,1/12/2019,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,HIGHWAY / ROAD / ALLEY,1
80-19-003104,1/12/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003112,1/12/2019,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003115,1/12/2019,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-19-003119,1/12/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003128,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003132,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003142,1/12/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003160,1/13/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),BAR / NIGHT CLUB,0
80-19-003161,1/13/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-003174,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003178,1/13/2019,MENACING,RESIDENCE / HOME,0
80-19-003181,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-003182,1/13/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003183,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,PARKING LOT / GARAGE,0
80-19-003191,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003194,1/13/2019,TERRORISTIC THREATENING 3RD DEGREE,DEPARTMENT / DISCOUNT STORE,0
80-19-003201,1/13/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),GROCERY / SUPERMARKET,0
80-19-003215,1/12/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003230,1/11/2019,MENACING,RENTAL / STORAGE FACILITY,0
80-19-003236,1/3/2019,ASSAULT - 1ST DEGREE,RESIDENCE / HOME,0
80-19-003246,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003257,1/13/2019,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003261,1/13/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-003273,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003283,1/13/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003287,1/13/2019,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-19-003294,1/13/2019,MENACING,GROCERY / SUPERMARKET,0
80-19-003300,1/13/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-003302,1/13/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HOMELESS SHELTER / MISSION,0
80-19-003309,1/12/2019,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-19-003313,1/13/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-003314,1/13/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-003315,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER / UNKNOWN,0
80-19-003323,1/12/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER / UNKNOWN,0
80-19-003325,1/13/2019,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-19-003333,1/13/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-19-003335,1/13/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER / UNKNOWN,0
80-19-003337,1/13/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003339,1/13/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003341,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESTAURANT,0
80-19-003344,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003346,1/13/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003351,1/13/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003358,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-003361,1/14/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),CONVENIENCE STORE,0
80-19-003373,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-003376,1/11/2019,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003381,1/14/2019,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003399,1/14/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003400,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003403,1/14/2019,ASSAULT - 2ND DEGREE,INDUSTRIAL SITE,0
80-19-003409,1/14/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003412,1/14/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003421,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003423,1/14/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-003432,1/14/2019,MENACING,OTHER / UNKNOWN,0
80-19-003443,1/14/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-003447,1/14/2019,BOMB THREATS,GOVERNMENT / PUBLIC BUILDING,0
80-19-003448,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-19-003473,1/14/2019,TERRORISTIC THREATENING 3RD DEGREE,BAR / NIGHT CLUB,0
80-19-003501,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003516,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003523,1/14/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),SCHOOL - ELEMENTARY / SECONDARY,0
80-19-003529,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,HIGHWAY / ROAD / ALLEY,0
80-19-003573,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003578,1/14/2019,TERRORISTIC THREATENING 3RD DEGREE,RESTAURANT,0
80-19-003581,1/14/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),CONVENIENCE STORE,0
80-19-003586,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESTAURANT,0
80-19-003600,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-19-003602,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003615,1/14/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-003616,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003617,1/14/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003620,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003623,1/14/2019,VIOLATION OF KENTUCKY EPO/DVO,PARKING LOT / GARAGE,0
80-19-003628,1/14/2019,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003629,1/14/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003635,1/15/2019,MENACING,OTHER RESIDENCE (APARTMENT/CONDO),1
80-19-003647,1/15/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003658,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003677,1/15/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003683,1/14/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),SCHOOL - COLLEGE / UNIVERSITY,0
80-19-003698,1/15/2019,ASSAULT - 2ND DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003699,1/15/2019,ASSAULT - 2ND DEGREE,SCHOOL - ELEMENTARY / SECONDARY,0
80-19-003710,1/12/2019,CUSTODIAL INTERFERENCE-FELONY,RESIDENCE / HOME,0
80-19-003722,1/15/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003755,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003768,1/15/2019,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-19-003779,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003783,1/15/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003784,1/15/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-003790,1/15/2019,TERRORISTIC THREATENING 3RD DEGREE,GOVERNMENT / PUBLIC BUILDING,0
80-19-003805,1/14/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-003812,1/15/2019,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003826,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003832,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,CHURCH / SYNAGOGUE / TEMPLE,0
80-19-003835,1/15/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003841,1/15/2019,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-19-003853,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-003857,1/12/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER / UNKNOWN,0
80-19-003858,1/15/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003868,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-19-003874,1/15/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003886,1/15/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003893,1/15/2019,WANTON ENDANGERMENT-1ST DEGREE,PARKING LOT / GARAGE,0
80-19-003895,1/15/2019,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-19-003897,1/15/2019,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-19-003903,1/15/2019,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,1
80-19-003905,1/16/2019,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003909,1/16/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-19-003913,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003921,1/16/2019,UNLAWFUL IMPRISONMENT-1ST DEGREE,RESIDENCE / HOME,0
80-19-003926,1/16/2019,VIOLATION OF FOREIGN EPO/DVO,RESIDENCE / HOME,0
80-19-003936,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-003937,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-19-003943,1/15/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,SCHOOL - ELEMENTARY / SECONDARY,0
80-19-003963,1/14/2019,TERRORISTIC THREATENING 2ND DEGREE,SCHOOL - ELEMENTARY / SECONDARY,0
80-19-003981,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,PARKING LOT / GARAGE,0
80-19-004006,1/16/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),SCHOOL - ELEMENTARY / SECONDARY,0
80-19-004008,1/16/2019,TERRORISTIC THREATENING 3RD DEGREE,SERVICE / GAS STATION,0
80-19-004033,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-004035,1/16/2019,MENACING,HIGHWAY / ROAD / ALLEY,1
80-19-004044,1/16/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-19-004061,1/16/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),SCHOOL - ELEMENTARY / SECONDARY,0
80-19-004080,1/16/2019,HARASSMENT - PHYSICAL CONTACT - NO INJURY,PARKING LOT / GARAGE,0
80-19-004115,1/16/2019,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-19-004116,1/15/2019,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-19-004117,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-19-004133,1/16/2019,MURDER - DOMESTIC VIOLENCE ATTEMPTED,HIGHWAY / ROAD / ALLEY,0
80-19-004143,1/16/2019,VIOLATION OF IPO,RESIDENCE / HOME,0
80-19-004151,1/16/2019,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
