ID,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,OFFENSE_CITY,OFFENSE_ZIP
70,80-10-050353,7/3/2010 14:44,7/3/2010 4:17,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,5900 BLOCK W PAGES LN                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40258
71,80-10-050353,7/3/2010 14:44,7/3/2010 4:17,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,5900 BLOCK W PAGES LN                                       ,HARASSMENT - PHYSICAL CONTACT - NO INJURY,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40258
72,80-10-050542,7/3/2010 23:36,7/3/2010 23:31,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,400 BLOCK IOWA AVE                                          ,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
73,80-10-049473,6/30/2010 14:04,6/30/2010 14:00,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,500 BLOCK E ORMSBY AVE                                      ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
74,80-10-047634,6/23/2010 9:39,6/23/2010 9:25,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 1ST ST / E OAK ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
75,80-10-051504,7/7/2010 12:50,7/7/2010 12:40,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,E BROADWAY / S BROOK ST                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
76,80-10-051416,7/7/2010 5:51,7/7/2010 3:27,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,0 BLOCK FOSTER CT                                           ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
77,80-10-054072,7/13/2010 22:09,7/13/2010 22:00,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,PARK / PLAYGROUND,BEECHER ST / TAYLOR BLVD                                    ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
78,80-10-054279,7/2/2010 17:07,7/2/2010 17:00,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY,TAYLOR BLVD / BROOKLINE AVE                                 ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
79,80-10-056550,7/23/2010 19:36,7/23/2010 19:36,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,4300 BLOCK NORBROOK DR                                      ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40218
80,80-10-057559,7/16/2010 8:04,7/16/2010 8:04,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 27TH ST / W BROADWAY                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40211
81,80-10-057484,7/27/2010 3:31,7/27/2010 3:15,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,5300 BLOCK PRESTON HWY                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40213
82,80-10-056205,7/22/2010 18:17,7/22/2010 18:15,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,POPLAR LEVEL RD / FREY DR                                   ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40219
83,80-10-056205,7/22/2010 18:17,7/22/2010 18:15,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,POPLAR LEVEL RD / FREY DR                                   ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40219
84,80-10-056205,7/22/2010 18:17,7/22/2010 18:15,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,POPLAR LEVEL RD / FREY DR                                   ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40219
85,80-10-056205,7/22/2010 18:17,7/22/2010 18:15,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,POPLAR LEVEL RD / FREY DR                                   ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40219
86,80-10-058109,7/28/2010 23:00,7/28/2010 22:55,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),STRADER AVE / TAYLOR BLVD                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
87,80-10-056298,7/23/2010 1:35,7/23/2010 1:33,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY,400 BLOCK S 6TH ST                                          ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
88,80-10-058971,7/31/2010 21:30,7/31/2010 19:23,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,W MAIN ST                                                   ,ASSAULT - 1ST DEGREE - POLICE OFFICER,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)",MENTALLY DERANGED,LOUISVILLE,40202
89,80-10-059380,8/1/2010 20:12,8/1/2010 20:05,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,500 BLOCK SINCLAIR ST                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40118
90,80-10-001586,1/1/2010 0:44,1/1/2010 0:44,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,I65S AT CRITTENDEN DR                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40217
91,80-10-002188,1/11/2010 7:20,1/11/2010 7:20,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,RESTAURANT,700 BLOCK W BROADWAY                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
92,80-10-002188,1/11/2010 7:20,1/11/2010 7:20,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,RESTAURANT,700 BLOCK W BROADWAY                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
93,80-10-001766,1/9/2010 2:25,1/9/2010 2:25,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,HOTEL / MOTEL / ETC.,300 BLOCK W JEFFERSON ST                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)",ALL OTHER,LOUISVILLE,40202
94,80-10-004095,1/18/2010 3:50,1/18/2010 3:50,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME,5400 BLOCK OUTER LOOP                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40219
95,80-10-002007,1/10/2010 3:58,1/10/2010 3:58,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,2800 BLOCK HALE AVE                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40211
96,80-10-002007,1/10/2010 3:58,1/10/2010 3:58,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,2800 BLOCK HALE AVE                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40211
97,80-10-004638,1/18/2010 18:00,1/18/2010 18:00,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE,BARDSTOWN RD / BEECHWOOD AVE                                ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40204
98,80-10-005410,1/22/2010 20:56,1/22/2010 20:56,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,2600 BLOCK VIRGINIA AVE                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40211
99,80-10-007079,1/19/2010 17:00,1/19/2010 17:00,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,234,OTHER / UNKNOWN,3400 BLOCK BOHNE AVE                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40211
100,80-10-004516,1/19/2010 16:49,1/19/2010 16:49,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,4800 BLOCK ROCKAWAY CIR                                     ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,ALL OTHER,LOUISVILLE,40216
101,80-10-008879,2/5/2010 18:18,2/5/2010 18:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,135,PARKING LOT / GARAGE,400 BLOCK E JEFFERSON ST                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
102,80-10-008646,2/4/2010 22:16,2/4/2010 22:16,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,6000 BLOCK OAKDALE LN                                       ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40219
103,80-10-009902,2/10/2010 19:28,2/10/2010 19:28,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,100 BLOCK E KINGSTON AVE                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
104,80-10-009902,2/10/2010 19:28,2/10/2010 19:28,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,100 BLOCK E KINGSTON AVE                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
105,80-10-011836,2/19/2010 5:30,2/19/2010 1:37,ASSAULT,13B,PART II,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE,CHAMBERLAIN LN / MAPLE BROOK DR                             ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40241
106,80-10-011948,2/16/2010 14:33,2/16/2010 14:33,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,1200 BLOCK S 2ND ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
107,80-10-012300,2/20/2010 16:45,2/20/2010 15:30,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,GOVERNMENT / PUBLIC BUILDING,400 BLOCK S 6TH ST                                          ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40202
108,80-10-060713,8/5/2010 21:30,8/5/2010 21:25,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,GERNERT CT / S PRESTON ST                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40217
109,80-10-060002,8/4/2010 4:19,8/4/2010 4:13,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY,2200 BLOCK BRADFORD DR                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40218
110,80-10-059983,8/4/2010 1:32,8/4/2010 1:26,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,134,INDUSTRIAL SITE,1800 BLOCK RIVER RD                                         ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40206
111,80-10-060983,8/6/2010 19:10,8/6/2010 19:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME,S 27TH ST / ELLIOTT AVE                                     ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40211
112,80-10-061234,8/8/2010 2:31,8/8/2010 2:27,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,BAR / NIGHT CLUB,1400 BLOCK S SHELBY ST                                      ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40217
113,80-10-063154,7/3/2010 22:12,7/3/2010 22:08,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,1200 BLOCK STANLEY AVE                                      ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LVIL,40215
114,80-10-063087,8/14/2010 0:30,8/14/2010 0:21,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,435,OTHER RESIDENCE (APARTMENT/CONDO),4400 BLOCK TAYLOR BLVD                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
115,80-10-063726,8/15/2010 1:25,8/15/2010 1:20,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,7400 BLOCK PRESTON HWY                                      ,TERRORISTIC THREATENING 1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40219
116,80-10-063726,8/15/2010 1:25,8/15/2010 1:20,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,7400 BLOCK PRESTON HWY                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40219
117,80-10-063757,6/14/2010 22:41,6/14/2010 22:30,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY,900 BLOCK BAXTER AVE                                        ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40204
118,80-10-064571,8/13/2010 19:10,8/13/2010 18:50,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,GREENBELT HWY / WINSTEAD DR                                 ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40258
119,80-10-064820,8/19/2010 22:12,8/19/2010 22:12,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,E BROADWAY / S HANCOCK ST                                   ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
120,80-10-066057,8/15/2010 13:38,8/15/2010 12:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,OTHER RESIDENCE (APARTMENT/CONDO),4000 BLOCK TAYLOR BLVD                                      ,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
121,80-10-066586,8/26/2010 1:30,8/26/2010 1:21,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,411,PARKING LOT / GARAGE,W HILL ST / ST JAMES CT                                     ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40208
122,80-10-068658,9/2/2010 0:22,9/2/2010 0:22,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,611,PARKING LOT / GARAGE,3300 BLOCK PHILLIPS LN                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40213
123,80-10-066232,8/24/2010 21:03,8/24/2010 20:55,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,500 BLOCK DENMARK ST                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
124,80-10-072036,9/13/2010 22:22,9/13/2010 22:20,ASSAULT,13B,PART II,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME,11000 BLOCK LUNENBURG CT                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40245
125,80-10-071683,9/12/2010 18:30,9/12/2010 18:15,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,1200 BLOCK BICKNELL AVE                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40215
126,80-10-067894,8/29/2010 18:29,8/29/2010 18:20,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,5500 BLOCK GRANDEL BLVD                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40258
127,80-10-076115,9/24/2010 19:05,9/24/2010 18:55,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 2ND ST / W BROADWAY                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40202
128,80-10-076123,9/22/2010 21:25,9/22/2010 21:00,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,S HANCOCK ST / E JACOB ST                                   ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
129,80-10-076350,9/25/2010 4:37,9/25/2010 3:55,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,NAOMI DR / POPLAR LEVEL RD                                  ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40219
130,80-10-075401,9/24/2010 20:48,9/24/2010 20:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,MANSLICK CT / MANSLICK RD                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
131,80-10-076432,9/28/2010 13:42,9/28/2010 13:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S FLOYD ST / E MAGNOLIA AVE                                 ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40208
132,80-10-077011,9/11/2010 8:44,9/11/2010 8:30,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,OTHER / UNKNOWN,100 BLOCK W KENTUCKY ST                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40203
133,80-10-077028,9/25/2010 10:40,9/25/2010 10:30,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,723,OTHER / UNKNOWN,6400 BLOCK OUTER LOOP                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)",ATTEMPTING OTHER ARREST,LOUISVILLE,40228
134,80-10-079552,10/6/2010 17:53,10/6/2010 17:45,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,111,OTHER RESIDENCE (APARTMENT/CONDO),500 BLOCK LOCHER ALY                                        ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40212
135,80-11-017511,3/10/2011 0:40,3/10/2011 0:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,FINN AVE / HEYWOOD AVE                                      ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40208
136,80-11-018297,3/13/2011 3:33,3/13/2011 3:33,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,412,JAIL / PENITENTARY,1500 BLOCK S SHELBY ST                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40217
137,80-11-019827,3/18/2011 11:15,3/18/2011 11:15,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,436,PARKING LOT / GARAGE,4600 BLOCK BELLEVUE AVE                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
138,80-11-020677,3/21/2011 16:57,3/21/2011 13:50,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,7300 BLOCK AURORA DR                                        ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LVIL,40214
139,80-11-026736,4/4/2011 16:12,4/4/2011 16:12,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,RESTAURANT,300 BLOCK S 4TH ST                                          ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LVIL,40202
140,80-11-029216,4/19/2011 17:16,4/19/2011 17:16,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME,4400 BLOCK NORENE LN                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40219
141,80-11-029719,4/8/2011 13:55,4/8/2011 13:45,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,OTHER / UNKNOWN,600 BLOCK DAVIES AVE                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40208
